Clave;Nombre;Asterisco
I521;Otros trastornos cardíacos en otras enfermedades infecciosas y parasitarias clasificadas en otra parte;T
I528;Otros trastornos cardíacos en otras enfermedades clasificadas en otra parte;T
I600;Hemorragia subaracnoidea de sifón y bifurcación carotídea;F
I601;Hemorragia subaracnoidea de arteria cerebral media;F
I602;Hemorragia subaracnoidea de arteria comunicante anterior;F
I603;Hemorragia subaracnoidea de arteria comunicante posterior;F
I604;Hemorragia subaracnoidea de arteria basilar;F
I605;Hemorragia subaracnoidea de arteria vertebral;F
I606;Hemorragia subaracnoidea de otras arterias intracraneales;F
I607;Hemorragia subaracnoidea de arteria intracraneal no especificada;F
I608;Otras hemorragias subaracnoideas;F
I609;Hemorragia subaracnoidea, no especificada;F
I610;Hemorragia intracerebral en hemisferio, subcortical;F
I611;Hemorragia intracerebral en hemisferio, cortical;F
I612;Hemorragia intracerebral en hemisferio, no especificada;F
I613;Hemorragia intraencefálica en tallo cerebral;F
I614;Hemorragia intraencefálica en cerebelo;F
I615;Hemorragia intraencefálica, intraventricular;F
I616;Hemorragia intraencefálica de localizaciones múltiples;F
I618;Otras hemorragias intraencefálicas;F
I619;Hemorragia intraencefálica, no especificada;F
I620;Hemorragia subdural (aguda) (no traumática);F
I621;Hemorragia extradural no traumática;F
I629;Hemorragia intracraneal (no traumática), no especificada;F
I630;Infarto cerebral debido a trombosis de arterias precerebrales;F
I631;Infarto cerebral debido a embolia de arterias precerebrales;F
I632;Infarto cerebral debido a oclusión o estenosis no especificada de arterias precerebrales;F
I633;Infarto cerebral debido a trombosis de arterias cerebrales;F
I634;Infarto cerebral debido a embolia de arterias cerebrales;F
I635;Infarto cerebral debido a oclusión o estenosis no especificada de arterias cerebrales;F
I636;Infarto cerebral debido a trombosis de venas cerebrales, no piógeno;F
I638;Otros Infartos cerebrales;F
I639;Infarto cerebral, no especificado;F
I64X;Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico;F
I650;Oclusión y estenosis de arteria vertebral;F
I651;Oclusión y estenosis de arteria basilar;F
I652;Oclusión y estenosis de arteria carótida;F
I653;Oclusión y estenosis múltiple bilateral de arterias precerebrales;F
I658;Oclusión y estenosis de Otras arterias precerebrales;F
I659;Oclusión y estenosis de arteria precerebral no especificada;F
I660;Oclusión y estenosis de la arteria cerebral media;F
I661;Oclusión y estenosis de la arteria cerebral anterior;F
I662;Oclusión y estenosis de la arteria cerebral posterior;F
I663;Oclusión y estenosis de arterias cerebelosas;F
I664;Oclusión y estenosis múltiple bilateral de arterias cerebrales;F
I668;Oclusión y estenosis de otras arterias cerebrales;F
I669;Oclusión y estenosis de arteria cerebral no especificada;F
I670;Disección de arterias cerebrales, sin ruptura;F
I671;Aneurisma cerebral, sin ruptura;F
I672;Aterosclerosis cerebral;F
I673;Leucoencefalopatía vascular progresiva;F
I674;Encefalopatía hipertensiva;F
I675;Enfermedad de Moyamoya;F
I676;Trombosis apiógena del sistema venoso intracraneal;F
I677;Arteritis cerebral, no clasificada en otra parte;F
I678;Otras enfermedades cerebrovasculares especificadas;F
I679;Enfermedad cerebrovascular, no especificada;F
I680;Angiopatía cerebral amiloide;T
I681;Arteritis cerebral en enfermedades infecciosas y parasitarias clasificadas en otra parte;T
I682;Arteritis cerebral en otras enfermedades clasificadas en otra parte;T
I688;Otros trastornos cerebrovasculares en enfermedades clasificadas en otra parte;T
I690;Secuelas de hemorragia subaracnoidea;F
I691;Secuelas de hemorragia intraencefálica;F
I692;Secuelas de otras hemorragias intracraneales no traumáticas;F
I693;Secuelas de infarto cerebral;F
I694;Secuelas de accidente vascular encéfalico, no especificado como hemorrágico o isquémico;F
I698;Secuelas de otras enfermedades cerebrovasculares y de las no especificadas ;F
I700;Aterosclerosis de la aorta;F
I701;Aterosclerosis de la arteria renal;F
I702;Aterosclerosis de las arterias de los miembros;F
I708;Aterosclerosis de otras arterias;F
I709;Aterosclerosis generalizada y la no especificada;F
I710;Disección de aorta (cualquier parte);F
I711;Ruptura de aneurisma de la aorta torácica;F
I712;Aneurisma de la aorta torácica, sin mención de ruptura;F
I713;Ruptura de aneurisma de la aorta abdominal;F
I714;Aneurisma de la aorta abdominal, sin mención de ruptura;F
I715;Ruptura de aneurisma de la aorta toracoabdominal;F
I716;Aneurisma de la aorta toracoabdominal, sin mención de ruptura;F
I718;Ruptura de aneurisma aórtico, sitio no especificado;F
I719;Aneurisma de la aorta, sitio no especificado, sin mención de ruptura;F
I720;Aneurisma y disección de la arteria carótida;F
I721;Aneurisma y disección de arteria del miembro superior;F
I722;Aneurisma y disección de arteria renal;F
I723;Aneurisma y disección de arteria ilíaca;F
I724;Aneurisma y disección de arteria del miembro inferior;F
I725;Aneurisma y disección de otras arterias precerebrales;F
I726;Aneurisma y disección de arteria vertebral;F
I728;Aneurisma y disección de otras arterias especificadas;F
I729;Aneurisma y disección de sitio no especificado;F
I730;Síndrome de Raynaud;F
I731;Tromboangeítis obliterante [Buerger];F
I738;Otras enfermedades vasculares periféricas especificadas;F
I739;Enfermedad vascular periférica, no especificada;F
I740;Embolia y trombosis de la aorta abdominal;F
I741;Embolia y trombosis de otras porciones y las no especificadas de la aorta;F
I742;Embolia y trombosis de arterias de los miembros superiores;F
I743;Embolia y trombosis de arterias de los miembros inferiores;F
I744;Embolia y trombosis de arterias de los miembros, no especificadas;F
I745;Embolia y trombosis de arteria ilíaca;F
I748;Embolia y trombosis de otras arterias;F
I749;Embolia y trombosis de arteria no especificada;F
I770;Fístula arteriovenosa, adquirida;F
I771;Estrechez arterial;F
I772;Ruptura arterial;F
I773;Displasia fibromuscular arterial;F
I774;Síndrome de compresión del tronco celíaco;F
I775;Necrosis arterial;F
I776;Arteritis, no especificada;F
I778;Otros trastornos especificados de arterias y arteriolas;F
I779;Trastorno de arterias y arteriolas, no especificado;F
I780;Telangiectasia hemorrágica hereditaria;F
I781;Nevo, no neoplásico;F
I788;Otras enfermedades de los capilares;F
I789;Enfermedad de los vasos capilares, no especificada;F
I790;Aneurisma de la aorta en enfermedades clasificadas en otra parte;T
I791;Aortitis en enfermedades clasificadas en otra parte;T
I792;Angiopatía periférica en enfermedades clasificadas en otra parte;T
I798;Otros trastornos de arterias, arteriolas y vasos capilares  en enfermedades clasificadas en otra parte;T
I800;Flebitis y tromboflebitis de vasos superficiales de los miembros inferiores;F
I801;Flebitis y tromboflebitis de la vena femoral;F
I802;Flebitis y tromboflebitis de otros vasos profundos de los miembros inferiores;F
I803;Flebitis y tromboflebitis de los miembros inferiores, no especificada;F
I808;Flebitis y tromboflebitis de otros sitios;F
I809;Flebitis y tromboflebitis de sitio no especificado;F
I81X;Trombosis de la vena porta;F
I820;Síndrome de Budd-Chiari;F
I821;Tromboflebitis migratoria;F
I822;Embolia y trombosis de vena cava;F
I823;Embolia y trombosis de vena renal;F
I828;Embolia y trombosis de otras venas especificadas;F
I829;Embolia y trombosis de vena no especificada;F
I830;Venas varicosas de los miembros inferiores con úlcera;F
I831;Venas varicosas de los miembros inferiores con inflamación;F
I832;Venas varicosas de los miembros inferiores con úlcera e inflamación;F
I839;Venas varicosas de los miembros inferiores sin úlcera ni inflamación;F
I850;Várices esofágicas con hemorragia;F
I859;Várices esofágicas sin hemorragia;F
I860;Várices sublinguales;F
I861;Várices escrotales;F
I862;Várices pélvicas;F
I863;Várices de la vulva;F
I864;Várices gástricas;F
I868;Várices en otros sitios especificados;F
I870;Síndrome postrombótico;F
I871;Compresión de vena;F
I872;Insuficiencia venosa (crónica) (periférica);F
I878;Otros trastornos venosos especificados;F
I879;Trastorno venoso, no especificado;F
I880;Linfadenitis mesentérica inespecífica;F
I881;Linfadenitis crónica, excepto la mesentérica;F
I888;Otras linfadenitis inespecíficas;F
I889;Linfadenitis inespecífica no especificada;F
I890;Linfedema, no clasificado en otra parte;F
I891;Linfangitis;F
I898;Otros trastornos especificados no infecciosos de los vasos y ganglios linfáticos;F
I899;Trastorno no infeccioso de vasos y ganglios linfáticos, no especificado;F
I950;Hipotensión idiopática;F
I951;Hipotensión ortostática;F
I952;Hipotensión debida a drogas;F
I958;Otros tipos de hipotensión;F
I959;Hipotensión, no especificada;F
I970;Síndrome de postcardiotomía;F
I971;Otras alteraciones funcionales consecutivas a cirugía cardíaca;F
I972;Síndrome de linfedema postmastectomía;F
I978;Otros trastornos del sistema circulatorio consecutivos a procedimientos, no clasificados en otra parte;F
I979;Trastorno no especificado del sistema circulatorio consecutivo a procedimientos;F
I980;Sífilis cardiovascular;T
I981;Trastornos cardiovasculares en otras enfermedades infecciosas y parasitarias clasificadas en otra parte;T
I982;Várices esofágicas sin hemorragia en enfermedades clasificadas en otra parte;T
I983;Várices esofágicas con hemorragia en enfermedades clasificadas en otra parte ;T
I988;Otros trastornos especificados del aparato circulatorio en enfermedades clasificadas en otra parte;T
I99X;Otros trastornos y los no especificados del sistema circulatorio;F
J00X;Rinofaringitis aguda [resfriado común];F
J010;Sinusitis maxilar aguda;F
J011;Sinusitis frontal aguda;F
J012;Sinusitis etmoidal aguda;F
J013;Sinusitis esfenoidal aguda;F
J014;Pansinusitis aguda;F
J018;Otras sinusitis agudas;F
J019;Sinusitis aguda, no especificada;F
J020;Faringitis estreptocócica;F
J028;Faringitis aguda debida a otros microorganismos especificados;F
J029;Faringitis aguda, no especificada;F
J030;Amigdalitis estreptocócica;F
J038;Amigdalitis aguda debida a otros microorganismos especificados;F
J039;Amigdalitis aguda, no especificada;F
J040;Laringitis aguda;F
J041;Traqueítis aguda;F
J042;Laringotraqueítis aguda;F
J050;Laringitis obstructiva, aguda [crup];F
J051;Epiglotitis aguda;F
J060;Laringofaringitis aguda;F
J068;Otras infecciones agudas de sitios múltiples de las vías respiratorias superiores;F
J069;Infección aguda de las vías respiratorias superiores, no especificada;F
J09X;Influenza debida a ciertos virus de la influenza identificados;F
J100;Influenza con neumonía, debida a otro virus de la influenza identificado;F
J101;Influenza con otras manifestaciones respiratorias, debida a otro virus de la influenza identificado;F
J108;Influenza, con otras manifestaciones, debida a otro virus de la influenza identificado;F
J110;Influenza con neumonía, virus no identificado;F
J111;Influenza con otras manifestaciones respiratorias, virus no identificado;F
J118;Influenza con otras manifestaciones, virus no identificado;F
J120;Neumonía debida a adenovirus;F
J121;Neumonía debida a virus sincitial respiratorio;F
J122;Neumonía debida a virus parainfluenza;F
J123;Neumonía debida a metaneumovirus humano ;F
J128;Neumonía debida a otros virus;F
J129;Neumonía viral, no especificada;F
J13X;Neumonía debida a Streptococcus pneumoniae;F
J14X;Neumonía debida a Haemophilus influenzae;F
J150;Neumonía debida a Klebsiella pneumoniae;F
J151;Neumonía debida a pseudomonas;F
J152;Neumonía debida a estafilococos;F
J153;Neumonía debida a estreptococos del grupo B;F
J154;Neumonía debida a otros estreptococos;F
J155;Neumonía debida a Escherichia coli;F
J156;Neumonía debida a otras bacterias aeróbicas gramnegativas;F
J157;Neumonía debida a Mycoplasma pneumoniae;F
J158;Otras neumonías bacterianas;F
J159;Neumonía bacteriana, no especificada;F
J160;Neumonía debida a clamidias;F
J168;Neumonía debida a otros microorganismos infecciosos especificados;F
J170;Neumonía en enfermedades bacterianas clasificadas en otra parte;T
J171;Neumonía en enfermedades virales clasificadas en otra parte;T
J172;Neumonía en micosis;T
J173;Neumonía en enfermedades parasitarias;T
J178;Neumonía en otras enfermedades clasificadas en otra parte;T
J180;Bronconeumonía, no especificada;F
J181;Neumonía lobar, no especificada;F
J182;Neumonía hipostática, no especificada;F
J188;Otras neumonías, de microorganismo no especificado;F
J189;Neumonía, no especificada;F
J200;Bronquitis aguda debida a Mycoplasma pneumoniae;F
J201;Bronquitis aguda debida a Haemophilus influenzae;F
J202;Bronquitis aguda debida a estreptococos;F
J203;Bronquitis aguda debida a virus Coxsackie;F
J204;Bronquitis aguda debida a virus parainfluenza;F
J205;Bronquitis aguda debida a virus sincitial respiratorio;F
J206;Bronquitis aguda debida a rinovirus;F
J207;Bronquitis aguda debida a virus ECHO;F
J208;Bronquitis aguda debida a otros microorganismos especificados;F
J209;Bronquitis aguda, no especificada;F
J210;Bronquiolitis aguda debida a virus sincitial respiratorio;F
J211;Bronquiolitis aguda debida a metaneumovirus humano;F
J218;Bronquiolitis aguda debida a otros microorganismos especificados;F
J219;Bronquiolitis aguda, no especificada;F
J22X;Infección aguda no especificada de las vías respiratorias inferiores;F
J300;Rinitis vasomotora;F
J301;Rinitis alérgica debida al polen;F
J302;Otra rinitis alérgica estacional;F
J303;Otras rinitis alérgicas;F
J304;Rinitis alérgica, no especificada;F
J310;Rinitis crónica;F
J311;Rinofaringitis crónica;F
J312;Faringitis crónica;F
J320;Sinusitis maxilar crónica;F
J321;Sinusitis frontal crónica;F
J322;Sinusitis etmoidal crónica;F
J323;Sinusitis esfenoidal crónica;F
J324;Pansinusitis crónica;F
J328;Otras sinusitis crónicas;F
J329;Sinusitis crónica, no especificada;F
J330;Pólipo de la cavidad nasal;F
J331;Degeneración polipoide de seno paranasal;F
J338;Otros pólipos de los senos paranasales;F
J339;Pólipo nasal, no especificado;F
J340;Absceso, furúnculo y carbunco de la nariz;F
J341;Quiste y mucocele de la nariz y del seno paranasal;F
J342;Desviación del tabique nasal;F
J343;Hipertrofia de los cornetes nasales;F
J348;Otros trastornos especificados de la nariz y de los senos paranasales;F
J350;Amigdalitis crónica;F
J351;Hipertrofia de las amígdalas;F
J352;Hipertrofia de las adenoides;F
J353;Hipertrofia de las amígdalas con hipertrofia de las adenoides;F
J358;Otras enfermedades crónicas de las amígdalas y de las adenoides;F
J359;Enfermedad crónica de las amígdalas y de las adenoides, no especificada;F
J36X;Absceso periamigdalino;F
J370;Laringitis crónica;F
J371;Laringotraqueítis crónica;F
J380;Parálisis de las cuerdas vocales y de la laringe;F
J381;Pólipo de las cuerdas vocales y de la laringe;F
J382;Nódulos de las cuerdas vocales;F
J383;Otras enfermedades de las cuerdas vocales;F
J384;Edema de laringe;F
J385;Espasmo laríngeo;F
J386;Estenosis laríngea;F
J387;Otras enfermedades de la laringe;F
J390;Absceso retrofaríngeo y parafaríngeo;F
J391;Otros abscesos de la faringe;F
J392;Otras enfermedades de la faringe;F
J393;Reacción de hipersensibilidad de las vías respiratorias superiores, sitio no especificado;F
J398;Otras enfermedades especificadas de las vías respiratorias superiores;F
J399;Enfermedad de las vías respiratorias superiores, no especificada;F
J40X;Bronquitis, no especificada como aguda o crónica;F
J410;Bronquitis crónica simple;F
J411;Bronquitis crónica mucopurulenta;F
J418;Bronquitis crónica mixta simple y mucopurulenta;F
J42X;Bronquitis crónica no especificada;F
J430;Síndrome de MacLeod;F
J431;Enfisema panlobular;F
J432;Enfisema centrolobular;F
J438;Otros tipos de enfisema;F
J439;Enfisema, no especificado;F
J440;Enfermedad pulmonar obstructiva crónica con infección aguda de las vías respiratorias inferiores;F
J441;Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada;F
J448;Otras enfermedades pulmonares obstructivas crónicas especificadas;F
J449;Enfermedad pulmonar obstructiva crónica, no especificada;F
J450;Asma predominantemente alérgica;F
J451;Asma no alérgica;F
J458;Asma mixta;F
J459;Asma, no especificado;F
J46X;Estado asmático;F
J47X;Bronquiectasia;F
J60X;Neumoconiosis de los mineros del carbón;F
J61X;Neumoconiosis debida al asbesto y a otras fibras minerales;F
J620;Neumoconiosis debida a polvo de talco;F
J628;Neumoconiosis debida a otros polvos que contienen sílice;F
J630;Aluminosis (del pulmón);F
J631;Fibrosis (del pulmón) debida a bauxita;F
J632;Beriliosis;F
J633;Fibrosis (del pulmón) debida a grafito;F
J634;Siderosis;F
J635;Estañosis;F
J638;Neumoconiosis debida a otros polvos inorgánicos especificados;F
J64X;Neumoconiosis, no especificada;F
J65X;Neumoconiosis asociada con tuberculosis;F
J660;Bisinosis;F
J661;Enfermedad de los trabajadores del lino;F
J662;Canabinosis;F
J668;Enfermedad de las vías aéreas debida a otros polvos orgánicos específicos;F
J670;Pulmón del granjero;F
J671;Bagazosis;F
J672;Pulmón del ornitófilo;F
J673;Suberosis;F
J674;Pulmón del manipulador de malta;F
J675;Pulmón del manipulador de hongos;F
J676;Pulmón del descortezador del arce;F
J677;Neumonitis de la ventilación debida al acondicionador y humidificador del aire;F
J678;Neumonitis debidas a hipersensibilidad a otros polvos orgánicos;F
J679;Neumonitis debida a hipersensibilidad a polvo orgánico no especificado;F
J680;Bronquitis y neumonitis debidas a inhalación de gases, humos, vapores y sustancias químicas;F
J681;Edema pulmonar agudo debido a inhalación de gases, humos, vapores y sustancias químicas;F
J682;Inflamación respiratoria superior debida a inhalación de gases, humos, vapores y sustancias químicas, no clasificadas en otra parte;F
J683;Otras afecciones respiratorias agudas y subagudas debidas a inhalación de gases, humos, vapores y sustancias químicas;F
J684;Afecciones respiratorias crónicas debidas a inhalación de gases, humos, vapores y sustancias químicas;F
J688;Otras afecciones respiratorias debidas a inhalación de gases, humos, vapores y sustancias químicas;F
J689;Afección respiratoria no especificada, debida a inhalación de gases, humos, vapores y sustancias químicas;F
J690;Neumonitis debida a aspiración de alimento o vómito;F
J691;Neumonitis debida a aspiración de aceites y esencias;F
J698;Neumonitis debida a aspiración de otros sólidos y líquidos;F
J700;Manifestaciones pulmonares agudas debidas a radiación;F
J701;Manifestaciones pulmonares crónicas y otras manifestaciones debidas a radiación;F
J702;Trastornos pulmonares intersticiales agudos inducidos por drogas;F
J703;Trastornos pulmonares intersticiales crónicos inducidos por drogas;F
J704;Trastornos pulmonares intersticiales no especificados inducidos por drogas;F
J708;Afecciones respiratorias debidas a otros agentes externos especificados;F
J709;Afecciones respiratorias debidas a agentes externos no especificados;F
J80X;Síndrome de dificultad respiratoria del adulto;F
J81X;Edema pulmonar;F
J82X;Eosinofilia pulmonar, no clasificada en otra parte;F
J840;Afecciones alveolares y alveoloparietales;F
J841;Otras enfermedades pulmonares intersticiales con fibrosis;F
J848;Otras enfermedades pulmonares intersticiales especificadas;F
J849;Enfermedad pulmonar intersticial, no especificada;F
J850;Gangrena y necrosis del pulmón;F
J851;Absceso del pulmón con neumonía;F
J852;Absceso del pulmón sin neumonía;F
J853;Absceso del mediastino;F
J860;Piotórax con fístula;F
J869;Piotórax sin fístula;F
J90X;Derrame pleural no clasificado en otra parte;F
J91X;Derrame pleural en afecciones clasificadas en otra parte;T
J920;Paquipleuritis con asbestosis;F
J929;Paquipleuritis sin asbestosis;F
J930;Neumótorax espontáneo a presión;F
J931;Otros tipos de neumotórax espontáneo;F
J938;Otros neumotórax;F
J939;Neumotórax, no especificado;F
J940;Quilotórax;F
J941;Fibrotórax;F
J942;Hemotórax;F
J948;Otras afecciones especificadas de la pleura;F
J949;Afección pleural, no especificada;F
J950;Funcionamiento defectuoso de la traqueostomía;F
J951;Insuficiencia pulmonar aguda consecutiva a cirugía torácica;F
J952;Insuficiencia pulmonar aguda consecutiva debida a cirugía extratorácica;F
J953;Insuficiencia pulmonar crónica consecutiva a cirugía;F
J954;Síndrome de Mendelson;F
J955;Estenosis subglótica consecutiva a procedimientos;F
J958;Otros trastornos respiratorios consecutivos a procedimientos;F
J959;Trastorno no especificado del sistema respiratorio, consecutivo a procedimientos;F
J960;Insuficiencia respiratoria aguda;F
J961;Insuficiencia respiratoria crónica;F
J969;Insuficiencia respiratoria, no especificada;F
J980;Enfermedades de la tráquea y de los bronquios, no clasificadas en otra parte;F
J981;Colapso pulmonar;F
J982;Enfisema intersticial;F
J983;Enfisema compensatorio;F
J984;Otros trastornos del pulmón;F
J985;Enfermedades del mediastino, no clasificadas en otra parte;F
J986;Trastornos del diafragma;F
J988;Otros trastornos respiratorios especificados;F
J989;Trastorno respiratorio, no especificado;F
J990;Enfermedad pulmonar reumatoide;T
J991;Trastornos respiratorios en otros trastornos difusos del tejido conjuntivo;T
J998;Trastornos respiratorios en otras enfermedades clasificadas en otra parte;T
K000;Anodoncia;F
K001;Dientes supernumerarios;F
K002;Anomalías del tamaño y de la forma del diente;F
K003;Dientes moteados;F
K004;Alteraciones en la formación dentaria;F
K005;Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parte;F
K006;Alteraciones en la erupción dentaria;F
K007;Síndrome de la erupción dentaria;F
K008;Otros trastornos del desarrollo de los dientes;F
K009;Trastorno del desarrollo de los dientes, no especificado;F
K010;Dientes incluidos;F
K011;Dientes impactados;F
K020;Caries limitada al esmalte;F
K021;Caries de la dentina;F
K022;Caries del cemento;F
K023;Caries dentaria detenida;F
K024;Odontoclasia;F
K025;Caries con exposición pulpar;F
K028;Otras caries dentales;F
K029;Caries dental, no especificada;F
K030;Atrición excesiva de los dientes;F
K031;Abrasión de los dientes;F
K032;Erosión de los dientes;F
K033;Reabsorción patológica de los dientes;F
K034;Hipercementosis;F
K035;Anquilosis dental;F
K036;Depósitos [acreciones] en los dientes;F
K037;Cambios posteruptivos del color de los tejidos dentales duros;F
K038;Otras enfermedades especificadas de los tejidos duros de los dientes;F
K039;Enfermedad no especificada de los tejidos dentales duros;F
K040;Pulpitis;F
K041;Necrosis de la pulpa;F
K042;Degeneración de la pulpa;F
K043;Formación anormal de tejido duro en la pulpa;F
K044;Periodontitis apical aguda originada en la pulpa;F
K045;Periodontitis apical crónica;F
K046;Absceso periapical con fístula;F
K047;Absceso periapical sin fístula;F
K048;Quiste radicular;F
K049;Otras enfermedades y las no especificadas de la pulpa y del tejido periapical;F
K050;Gingivitis aguda;F
K051;Gingivitis crónica;F
K052;Periodontitis aguda;F
K053;Periodontitis crónica;F
K054;Periodontosis;F
K055;Otras enfermedades periodontales;F
K056;Enfermedad del periodonto, no especificada;F
K060;Retracción gingival;F
K061;Hiperplasia gingival;F
K062;Lesiones de la encía y de la zona edéntula asociadas con traumatismo;F
K068;Otros trastornos especificados de la encía y de la zona edéntula;F
K069;Trastorno no especificado de la encía y de la zona edéntula;F
K070;Anomalías evidentes del tamaño de los maxilares;F
K071;Anomalías de la relación maxilobasilar;F
K072;Anomalías de la relación entre los arcos dentarios;F
K073;Anomalías de la posición del diente;F
K074;Maloclusión de tipo no especificado;F
K075;Anomalías dentofaciales funcionales;F
K076;Trastornos de la articulación temporomaxilar;F
K078;Otras anomalías dentofaciales;F
K079;Anomalía dentofacial, no especificada;F
K080;Exfoliación de los dientes debida a causas sistémicas;F
K081;Perdida de dientes debida a accidente, extracción o enfermedad periodontal local;F
K082;Atrofia del reborde alveolar desdentado;F
K083;Raíz dental retenida;F
K088;Otras afecciones especificadas de los dientes y de sus estructuras de sostén;F
K089;Trastorno de los dientes y de sus estruturas de sostén, no especificado;F
K090;Quistes originados por el desarrollo de los dientes;F
K091;Quistes de las fisuras de la región oral (no odontogénicos);F
K092;Otros quistes de los maxilares;F
K098;Otros quistes de la región bucal, no clasificados en otra parte;F
K099;Quiste de la región bucal, sin otra especificación;F
K100;Trastornos del desarrollo de los maxilares;F
K101;Granuloma central de células gigantes;F
K102;Afecciones inflamatorias de los maxilares;F
K103;Alveolitis del maxilar;F
K108;Otras enfermedades especificadas de los maxilares;F
K109;Enfermedad de los maxilares, no especificada;F
K110;Atrofia de glándula salival;F
K111;Hipertrofia de glándula salival;F
K112;Sialadenitis;F
K113;Absceso de glándula salival;F
K114;Fístula de glándula salival;F
K115;Sialolitiasis;F
K116;Mucocele de glándula salival;F
K117;Alteraciones de la secreción salival;F
K118;Otras enfermedades de las glándulas salivales;F
K119;Enfermedad de glándula salival, no especificada;F
K120;Estomatitis aftosa recurrente;F
K121;Otras formas de estomatitis;F
K122;Celulitis y absceso de boca;F
K123;Mucositis oral (ulcerativa) ;F
K130;Enfermedades de los labios;F
K131;Mordedura del labio y de la mejilla;F
K132;Leucoplasia y otras alteraciones del epitelio bucal, incluyendo la lengua;F
K133;Leucoplasia pilosa;F
K134;Granuloma y lesiones semejantes de la mucosa bucal;F
K135;Fibrosis de la submucosa bucal;F
K136;Hiperplasia irritativa de la mucosa bucal;F
K137;Otras lesiones y las no especificadas de la mucosa bucal;F
K140;Glositis;F
K141;Lengua geográfica;F
K142;Glositis romboidea mediana;F
K143;Hipertrofia de las papilas linguales;F
K144;Atrofia de las papilas linguales;F
K145;Lengua plegada;F
K146;Glosodinia;F
K148;Otras enfermedades de la lengua;F
K149;Enfermedad de la lengua, no especificada;F
K20X;Esofagitis;F
K210;Enfermedad del reflujo gastroesofágico con esofagitis;F
K219;Enfermedad del reflujo gastroesofágico sin esofagitis;F
K220;Acalasia del cardias;F
K221;Úlcera del esófago;F
K222;Obstrucción del esófago;F
K223;Perforación del esófago;F
K224;Disquinesia del esófago;F
K225;Divertículo del esófago, adquirido;F
K226;Síndrome de laceración y hemorragia gastroesofágicas;F
K227;Esófago de Barrett        ;F
K228;Otras enfermedades especificadas del esófago;F
K229;Enfermedad del esófago, no especificada;F
K230;Esofagitis tuberculosa;T
K231;Megaesófago en la enfermedad de Chagas;T
K238;Trastornos del esófago en otras enfermedades clasificadas en otra parte;T
K250;Úlcera gástrica, aguda con hemorragia;F
K251;Úlcera gastrica, aguda con perforación;F
K252;Úlcera gástrica, aguda con hemorragia y perforación;F
K253;Úlcera gástrica, aguda sin hemorragia ni perforación;F
K254;Úlcera gástrica, crónica o no especificada, con hemorragia;F
K255;Úlcera gástrica, crónica o no especificada, con perforación;F
K256;Úlcera gástrica, crónica o no especificada, con hemorragia y perforación;F
K257;Úlcera gástrica, crónica sin hemorragia ni perforación;F
K259;Úlcera gástrica, no especificada como aguda ni crónica, sin hemorragia ni perforación;F
K260;Úlcera duodenal, aguda con hemorragia;F
K261;Úlcera duodenal, aguda con perforación;F
K262;Úlcera duodenal, aguda con hemorragia y perforación;F
K263;Úlcera duodenal, aguda sin hemorragia ni perforación;F
K264;Úlcera duodenal, crónica o no especificada, con hemorragia;F
K265;Úlcera duodenal, crónica o no especificada, con perforación;F
K266;Úlcera duodenal, crónica o no especificada, con hemorragia y perforación;F
K267;Úlcera duodenal, crónica sin hemorragia ni perforación;F
K269;Úlcera duodenal, no especificada como aguda ni crónica, sin hemorragia ni perforación;F
K270;Úlcera péptica, de sitio no especificado, aguda con hemorragia;F
K271;Úlcera péptica, de sitio no especificado, aguda con perforación;F
K272;Úlcera péptica, de sitio no especificado, aguda con hemorragia y perforación;F
K273;Úlcera péptica, de sitio no especificado, aguda sin hemorragia ni perforación;F
K274;Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia;F
K275;Úlcera péptica, de sitio no especificado, crónica o no especificada, con perforación;F
K276;Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia y perforación;F
K277;Úlcera péptica, de sitio no especificado, crónica sin  hemorragia ni perforación;F
K279;Úlcera péptica, de sitio no especificado, no especificada como aguda ni crónica, sin  hemorragia ni perforación;F
K280;Úlcera gastroyeyunal, aguda con hemorragia;F
K281;Úlcera gastroyeyunal, aguda con perforación;F
K282;Úlcera gastroyeyunal, aguda con hemorragia y perforación;F
K283;Úlcera gastroyeyunal, aguda sin hemorragia ni perforación;F
K284;Úlcera gastroyeyunal, crónica o no especificada, con hemorragia;F
K285;Úlcera gastroyeyunal, crónica o no especificada, con perforación;F
K286;Úlcera gastroyeyunal, crónica o no especificada, con hemorragia y perforación;F
K287;Úlcera gastroyeyunal, crónica sin hemorragia ni perforación;F
K289;Úlcera gastroyeyunal, no especificada como aguda ni crónica, sin hemorragia ni perforación;F
K290;Gastritis aguda hemorrágica;F
K291;Otras gastritis agudas;F
K292;Gastritis alcohólica;F
K293;Gastritis crónica superficial;F
K294;Gastritis crónica atrófica;F
K295;Gastritis crónica, no especificada;F
K296;Otras gastritis;F
K297;Gastritis, no especificada;F
K298;Duodenitis;F
K299;Gastroduodenitis, no especificada;F
K30X;Dispepsia funcional;F
K310;Dilatación aguda del estómago;F
K311;Estenosis pilórica hipertrófica del adulto;F
K312;Estrechez o estenosis del estómago en reloj de arena;F
